,index,text,cluster,tweet_id,created_at,author_id,inbound,week,urgency_score,is_repeat_customer,has_prior_interaction,escalation_risk
652,652,mention 581132 hello there thanks for reaching out i would love to help with any service issues would you be able to send us a,2,1184,2017-10-31 22:24:43+00:00,115921,True,2017-10-30/2017-11-05,2,True,True,8
4405,4405,mention applesupport i have 11 1 i don t get an error message for it but today when i deletes an app that wouldn t install i did it just said that it couldn t be installed and to try again later or whatever while we re at it can we fix the i problem,1,5895,2017-10-31 23:41:51+00:00,117122,True,2017-10-30/2017-11-05,2,True,True,8
645,645,mention amazonhelp after a lot of searching and frustration i finally found the phone number 1 877 586 3230 and after a long call with no resolution the issue is being forwarded to an account specialist to hopefully be resolved in 24 48 hours no amazon black friday shopping,1,1177,2017-10-31 22:19:08+00:00,115919,True,2017-10-30/2017-11-05,2,True,True,8
4426,4426,mention bofa_help mention 197036 i need a reply asap today i dmd u i csnt wait til tuesday pls,2,5916,2017-10-31 23:11:57+00:00,117127,True,2017-10-30/2017-11-05,2,True,True,8
7609,7609,mention 650870 oh no we don't want that please dm us your order number with a description of what went wrong and we'll look into the issue,2,11136,2017-11-01 04:09:38+00:00,118105,True,2017-10-30/2017-11-05,2,True,True,8
2870,2870,mention glocare for 4 day now no glo network in kanji new bussa borgu local govt its not fair phones are showing emergency pls help,1,3801,2017-11-01 00:05:29+00:00,116634,True,2017-10-30/2017-11-05,2,True,True,8
7655,7655,mention amazonhelp i was supposed to receive a package yesterday and it never arrived now it s showing it was delivered at 11 30 pm last night but it was not how do i find out where my package is,0,11182,2017-10-31 19:11:24+00:00,118120,True,2017-10-30/2017-11-05,2,True,True,8
4553,4553,mention 599280 mention 115913 i don't see that we've had the opportunity to help previously thanks so much for the dm we'll be meeting you back there asap danking,2,6616,2017-10-09 00:53:22+00:00,117167,True,2017-10-09/2017-10-15,2,True,True,8
1413,1413,mention british_airways absolutely the worst cust sup call ever i was directed to india and was disconnected first then not helped when called bk,0,2102,2017-10-31 22:37:51+00:00,116169,True,2017-10-30/2017-11-05,2,True,True,8
8366,8366,mention 582124 hello there are you still having these issues with the adapter we're here to help,1,12002,2017-11-01 01:34:19+00:00,118360,True,2017-10-30/2017-11-05,2,True,True,8
2096,2096,mention 576927 happy to know that the issue is fixed if you need any help in the future you can always get back to us have a wonderful day cheers mat,1,2933,2017-11-01 03:29:52+00:00,116387,True,2017-10-30/2017-11-05,2,True,True,8
9931,9931,mention british_airways can you please help me resolve issue ticket 125 1699039297,0,13705,2017-11-01 02:08:37+00:00,118877,True,2017-10-30/2017-11-05,2,True,True,8
8593,8593,mention 577780 that's not what we like to hear we want to help you with this issue please send us a dm and we'll get started,2,12253,2017-11-01 09:22:20+00:00,118435,True,2017-10-30/2017-11-05,2,True,True,8
2150,2150,mention 593129 i am sorry you are having issues with your video services you can find helpful troubleshooting tips here,1,3030,2017-11-01 10:56:16+00:00,116399,True,2017-10-30/2017-11-05,2,True,True,8
5190,5190,terrible experience mention 115877 mention uber_support driver got the house no wrong and left app shows delivered but never got my food app exp is very very shoddy no idea how to get money back even though have reached the help section in app,0,7902,2017-10-27 09:14:55+00:00,117350,True,2017-10-23/2017-10-29,4,False,False,8
5436,5436,mention 757911 we're here to help dm letting us know what issue you're experiencing with your mac we'll continue there,1,8207,2017-11-05 19:00:42+00:00,117435,True,2017-10-30/2017-11-05,2,True,True,8
8415,8415,mention glocare pls what could be the problem with my pastor's glo line he can't make calls successfully with it any time he tried to call it will display check network services 08158592546 pls help,1,12043,2017-11-02 09:09:20+00:00,118372,True,2017-10-30/2017-11-05,2,True,True,8
5213,5213,mention argoshelpers hi i've tried multiple times to purchase an item on the website but the payment doesn't go through i've used many cards and none of them work it looks like the issue comes from your site can you pleas advise thank you,1,7928,2017-11-22 11:07:22+00:00,117359,True,2017-11-20/2017-11-26,2,True,True,8
9951,9951,mention airtel_care im facing recharge issue problem up to 4days to go,1,13727,2017-11-01 06:45:57+00:00,118880,True,2017-10-30/2017-11-05,2,True,True,8
199,199,mention amazonhelp problem is when the charge is nil in one page and 70 on another page for the same product,1,288,2017-10-26 18:13:19+00:00,115776,True,2017-10-23/2017-10-29,2,True,True,8
8436,8436,thanks for yet another failed late package mention 115817 mention upshelp think i m going to call amazon and have them put a preference to not use your useless service to deliver my prime items anymore,0,12071,2017-11-01 02:29:05+00:00,118383,True,2017-10-30/2017-11-05,2,True,True,8
2094,2094,mention amazonhelp pues me han mandado un mensaje diciendo que hay un problema al confirmar su información de pago con quien podría hablar para que me solucionasen el problema,1,2878,2017-11-18 19:03:45+00:00,115888,True,2017-11-13/2017-11-19,2,True,True,8
5242,5242,mention uber_support if you were even keen to help you could check my issue and reply but i m done with you and i am not paying you with wrong receipt,0,7969,2017-10-31 23:36:25+00:00,117370,True,2017-10-30/2017-11-05,3,True,False,7
721,721,mention tesco yo mention 6913 as mention tesco doesn't have the bottle to help out with this serious issue was hoping you could chime in on this with them making you look bad tasted less like 'a carnival in your mouth' and more like a funeral in my mouth,2,1260,2017-10-30 01:02:34+00:00,115939,True,2017-10-30/2017-11-05,3,True,False,7
578,578,mention 135993 mention askamex mention 135993 good morning i ve been waiting 2 weeks for a 355 refund call centre has been helpful but cannot find where money has gone nor are offering a solution this is frustrating and unacceptable can you please solve this problem this is bad customer service,0,969,2017-10-31 15:53:10+00:00,115896,True,2017-10-30/2017-11-05,3,True,False,7
8411,8411,mention tmobilehelp hi sultan you mentioned i should send you dm,1,12048,2017-11-02 19:23:45+00:00,118372,True,2017-10-30/2017-11-05,1,True,True,6
3019,3019,mention 338839 hi fred this helps to give you a choice on what to do with the existing folder more details here,1,4008,2017-11-07 11:29:02+00:00,116668,True,2017-11-06/2017-11-12,1,True,True,6
3047,3047,it s increasingly obvious the new ipad software is mention 115858 s attempt to get me to break up with them so they never have to step up themselves,1,4039,2017-10-31 23:16:28+00:00,116674,True,2017-10-30/2017-11-05,1,True,True,6
3023,3023,mention 415809 seems like you had an unpleasant experience could you please let us know what went wrong we ll sort it for you sb,2,4005,2017-11-07 07:57:37+00:00,116668,True,2017-11-06/2017-11-12,1,True,True,6
7501,7501,mention 447760 because of an error i would suggest to contact your travel agent jo 2 2,0,11027,2017-11-01 02:34:27+00:00,118079,True,2017-10-30/2017-11-05,1,True,True,6
7525,7525,mention 785767 hello i would like to help you and look into your area to better assist you can you please dm me and provide your address so i can see if it is serviceable rm,2,11048,2017-11-01 01:13:03+00:00,118084,True,2017-10-30/2017-11-05,1,True,True,6
1966,1966,mention gwrhelp 1031 at nwp to swa advertised as platform 3 but came in on 2 but announcement practically inaudible,0,2696,2017-11-22 17:30:21+00:00,116354,True,2017-11-20/2017-11-26,1,True,True,6
2170,2170,mention comcastcares having signal issues can you please check on our x1,1,3050,2017-10-31 03:40:59+00:00,116406,True,2017-10-30/2017-11-05,1,True,True,6
7485,7485,mention 681846 hi there studio is currently aware of this issue and are looking into a fix apologies for the inconvenience jw,1,11007,2017-11-01 00:28:46+00:00,118076,True,2017-10-30/2017-11-05,1,True,True,6
1962,1962,mention 765052 hey karoly maybe i can help what product are you using roopa,2,2691,2017-11-22 09:25:49+00:00,116354,True,2017-11-20/2017-11-26,1,True,True,6
3053,3053,mention 135969 we want to help dm us here to get started,2,4045,2017-10-31 23:03:47+00:00,116675,True,2017-10-30/2017-11-05,1,True,True,6
2995,2995,mention gwrhelp tickets purchased bus service from reading though does not correspond with getting to didcot on time for the train,0,3975,2017-11-01 21:02:24+00:00,116663,True,2017-10-30/2017-11-05,1,True,True,6
3078,3078,mention 330253 hey sorry to hear can yo please share the case number with so i can get in touch with support and escalate the issue on your behalf ar,1,4073,2017-10-31 23:45:59+00:00,116684,True,2017-10-30/2017-11-05,1,True,True,6
3079,3079,mention 141482 we're here to help please send us a note via so we can connect,2,4074,2017-10-31 23:14:13+00:00,116684,True,2017-10-30/2017-11-05,1,True,True,6
3100,3100,hey mention uber_support it would be dope to be able to use your services but i keep getting an error message been tryina find a number for u guys since june,1,4099,2017-11-20 12:46:50+00:00,116691,True,2017-11-20/2017-11-26,1,True,True,6
3103,3103,mention atviassist yea i understand that but once you try and start the download it just says cannot download im not the only one with this issue,1,4103,2017-11-17 20:42:41+00:00,115765,True,2017-11-13/2017-11-19,1,True,True,6
7445,7445,mention 558362 hi i see you mentioned chase in your tweet pls dm your full name zip details of any concerns that we can help with jo,2,10959,2017-11-01 00:41:46+00:00,118060,True,2017-10-30/2017-11-05,1,True,True,6
7409,7409,mention 237210 evening isa may we know the exact network issue at your location to offer you assistance tt,1,10924,2017-11-03 00:51:14+00:00,118045,True,2017-10-30/2017-11-05,1,True,True,6
3168,3168,mention 690610 here to help send us a note at so our team can connect,2,4355,2017-11-01 07:56:34+00:00,116721,True,2017-10-30/2017-11-05,1,True,True,6
3002,3002,mention gwrhelp thanks for the update useless,2,3983,2017-11-01 09:54:59+00:00,116664,True,2017-10-30/2017-11-05,1,True,True,6
7557,7557,mention verizonsupport i cant even stream a video thats how bad it is,1,11081,2017-11-01 01:15:49+00:00,118090,True,2017-10-30/2017-11-05,1,True,True,6
2991,2991,mention 526655 here s what you can do to work around the issue until it s fixed in a future software update,1,3971,2017-11-25 23:45:20+00:00,116662,True,2017-11-20/2017-11-26,1,True,True,6
8398,8398,mention amazonhelp my delivery date says pending but before it said the 11th does this mean that you're unsure when i'll get my package,2,12033,2017-11-01 01:31:15+00:00,118371,True,2017-10-30/2017-11-05,1,True,True,6
7617,7617,mention azuresupport issue not yet resolved,1,11143,2017-11-01 02:33:22+00:00,118108,True,2017-10-30/2017-11-05,1,True,True,6
2930,2930,mention 524046 hi lisa please chat to us here and we'll be able to help you with this,2,3912,2017-11-26 00:05:51+00:00,116654,True,2017-11-20/2017-11-26,1,True,True,6
2937,2937,mention 250457 we're here to help let's take this to dm so we can better assist you,2,3919,2017-11-26 00:10:45+00:00,116656,True,2017-11-20/2017-11-26,1,True,True,6
2938,2938,mention 397818 we can help let's move to dm so we can get a few more details about your device,1,3920,2017-11-26 00:05:16+00:00,116656,True,2017-11-20/2017-11-26,1,True,True,6
2940,2940,mention 583260 mention 53686 mention 117627 we apologize kindly provide your number device type exact location and error response for a quick check thank you ap,1,3922,2017-11-25 20:21:35+00:00,116656,True,2017-11-20/2017-11-26,1,True,True,6
2945,2945,mention 732308 qué buenos juegos sergio estamos seguros que tu nueva consola los correrá sin problemas y te deseamos muchas horas de diversión a lo grande cb,1,3927,2017-11-25 23:57:23+00:00,116658,True,2017-11-20/2017-11-26,1,True,True,6
7598,7598,mention 130515 here to help send us a note here and our team will follow up,2,11124,2017-11-01 01:23:48+00:00,118102,True,2017-10-30/2017-11-05,1,True,True,6
2009,2009,mention amazonhelp vraiment merci,2,2740,2017-10-31 19:09:06+00:00,116362,True,2017-10-30/2017-11-05,1,True,True,6
2948,2948,mention chipotletweets i looked on all my emails never received one,2,3930,2017-11-25 23:52:29+00:00,115722,True,2017-11-20/2017-11-26,1,True,True,6
2007,2007,thank you mention southwestair employee adrian for finding a so i could care for my mom in her medical emergency we are so grateful custserv,0,2737,2017-10-31 21:47:21+00:00,116362,True,2017-10-30/2017-11-05,1,True,True,6
8387,8387,mention amazonhelp en la página de compra del producto indicaba que usted recibirá su pedido el día 1 de diciembre y luego me indica que sienten el retraso que lo recibiré antes del día de diciembre me pueden ustedes decir para que narices pago una cuota de prime ustedes han incumplido,2,12022,2017-11-01 01:16:17+00:00,118366,True,2017-10-30/2017-11-05,1,True,True,6
7586,7586,mention 117473 is there something wrong with your servers i can t make a payment or update my bank details,1,11113,2017-11-01 01:18:35+00:00,118097,True,2017-10-30/2017-11-05,1,True,True,6
7544,7544,mention amazonhelp called u guys many times over last 7 days no resolution no further update either seems u r mastering the skills of dumping ur customer,1,11065,2017-11-01 01:21:59+00:00,118087,True,2017-10-30/2017-11-05,1,True,True,6
7584,7584,mention 490957 sorry for the wait did you get the help you needed pls let us know the branch's address so we can share your feedback dc,2,11110,2017-11-01 01:00:36+00:00,118097,True,2017-10-30/2017-11-05,1,True,True,6
7581,7581,nice one mention virginatlantic for returning my bag broken nice to be back in blighty,0,11107,2017-11-01 00:50:59+00:00,118096,True,2017-10-30/2017-11-05,1,True,True,6
8402,8402,mention 303001 any problems however if it's booked on the same ticket as the delayed flight our airport staff will rebook you if you miss it bs 2 2,0,12037,2017-11-01 20:13:28+00:00,118372,True,2017-10-30/2017-11-05,1,True,True,6
2958,2958,mention tmobilehelp mention 115913 hello mention tmobilehelp i'm waiting on dm for more than 13 m without response,1,3940,2017-11-25 21:23:03+00:00,116659,True,2017-11-20/2017-11-26,1,True,True,6
2962,2962,mention 231671 i certainly understand and would like to help pricing and packaging inquiries and changes must be handled by a billing agent i wish i were able to assist more with this but it has to be handled appropriately to ensure accurate changes are made for,2,3907,2017-11-26 00:08:15+00:00,116652,True,2017-11-20/2017-11-26,1,True,True,6
2964,2964,mention 135893 thank you for reaching out today i'm sorry an gift card can only be redeemed on the website where it was issued you can find more about this here if you have further questions let us know kn,2,3943,2017-11-25 23:49:49+00:00,116660,True,2017-11-20/2017-11-26,1,True,True,6
1978,1978,mention glocare i cannot renew and extend my data subscription help pleas,1,2709,2017-11-22 22:15:08+00:00,116354,True,2017-11-20/2017-11-26,1,True,True,6
2972,2972,mention xboxsupport nothing works and my xbox is fully broken so yeah time to invest in a ps4,1,3952,2017-11-26 00:36:20+00:00,116661,True,2017-11-20/2017-11-26,1,True,True,6
7561,7561,mention bofa_help and mention 116035 obviously a scam as i'm not even a customer so just bringing it to your attention,2,11084,2017-11-06 01:27:24+00:00,118091,True,2017-11-06/2017-11-12,1,True,True,6
3203,3203,mention 172066 hi alicia we want to see how we can help your son with the late fee on the credit card ig,2,4394,2017-11-25 23:22:47+00:00,116733,True,2017-11-20/2017-11-26,1,True,True,6
8406,8406,mention amazonhelp yes again even though your system said my long lost twin i don't have received my order while the phone text i received said its late,2,12042,2017-11-02 09:11:55+00:00,118372,True,2017-10-30/2017-11-05,1,True,True,6
3200,3200,mention amazonhelp case 4115385002 nonone is helping even the guy whose name is mohammad raheem who has been assigned to me as a support specialist is also not replying to mail please help,1,4391,2017-11-26 00:44:53+00:00,116692,True,2017-11-20/2017-11-26,1,True,True,6
7339,7339,mention 171941 our friends at latam will help get you rebooked if needed,0,10842,2017-11-01 00:53:29+00:00,118015,True,2017-10-30/2017-11-05,1,True,True,6
7379,7379,mention 434953 we're here to help we just sent you a dm,2,10889,2017-11-01 00:54:27+00:00,118035,True,2017-10-30/2017-11-05,1,True,True,6
8467,8467,mention 812065 here to help send us a note at so our team can connect,2,12123,2017-11-01 18:26:22+00:00,118392,True,2017-10-30/2017-11-05,1,True,True,6
3453,3453,mention asklyft i tried to leave some important feedback and hit the wrong button how can i edit the feedback,0,4653,2017-11-01 00:41:16+00:00,116813,True,2017-10-30/2017-11-05,1,True,True,6
8463,8463,mention upshelp i didn t receive a tracking number,2,12119,2017-11-01 15:12:12+00:00,118392,True,2017-10-30/2017-11-05,1,True,True,6
1914,1914,mention amazonhelp thank you,2,2638,2017-10-31 22:45:03+00:00,116340,True,2017-10-30/2017-11-05,1,True,True,6
3474,3474,mention 130842 hello mention 130842 as discussed kindly be patient as the issue is being worked on thank you,1,4674,2017-11-26 00:17:18+00:00,116818,True,2017-11-20/2017-11-26,1,True,True,6
7040,7040,mention 498058 our system is saying that this is an invalid upc could you send a picture or a dpci number we appreciate your help,2,10518,2017-11-01 00:52:51+00:00,117911,True,2017-10-30/2017-11-05,1,True,True,6
3551,3551,mention 634914 good evening i would really like to help with your internet services when you can plz dm your phone number and address to chat dt,1,4834,2017-10-31 23:12:07+00:00,116847,True,2017-10-30/2017-11-05,1,True,True,6
1906,1906,mention microsofthelps says copyright 2017 at the bottom,1,2631,2017-10-31 23:16:58+00:00,116338,True,2017-10-30/2017-11-05,1,True,True,6
3554,3554,mention gwrhelp it s now the 17 min delayed 0649 from nby to pad we ve actually got later as the journey has gone on not made up any time,0,4837,2017-11-22 11:59:26+00:00,116848,True,2017-11-20/2017-11-26,1,True,True,6
3560,3560,mention amazonhelp yes i am i've even tried to make a new account and try the trial but it still doesn't work,1,4848,2017-11-01 02:14:56+00:00,116849,True,2017-10-30/2017-11-05,1,True,True,6
7004,7004,this how amazon actually delivers premium watches in india waste of time and money mention 115821 mention amazonhelp,2,10460,2017-11-01 00:17:03+00:00,117904,True,2017-10-30/2017-11-05,1,True,True,6
3565,3565,mention 165740 we're here to help meet us in dm and we'll take a look at this together,2,4853,2017-10-31 17:55:09+00:00,116849,True,2017-10-30/2017-11-05,1,True,True,6
3567,3567,mention amazonhelp i ordered an item during your sale period the material ordered was not a fit i wanted to replace n ordered return but no one came for pick up and it got cancelled from your end tried reaching your executive no response have ordered for refund but no reply,2,4855,2017-10-31 13:47:53+00:00,116849,True,2017-10-30/2017-11-05,1,True,True,6
7071,7071,mention argoshelpers thanks but no proof of purchase as it was a gift and we threw packaging away presuming it would work,2,10550,2017-11-01 00:24:18+00:00,117919,True,2017-10-30/2017-11-05,1,True,True,6
3569,3569,mention sainsburys hi there bought some jeans from uxbridge branch they are the wrong ones lost receipt all tags still on on hanger can i exchange still thx,0,4857,2017-10-31 02:03:11+00:00,116849,True,2017-10-30/2017-11-05,1,True,True,6
1895,1895,mention amazonhelp un kindle roto en garantía y una incidencia misteriosa que nadie sabe resolver para la reposición,1,2619,2017-10-31 23:08:28+00:00,116335,True,2017-10-30/2017-11-05,1,True,True,6
